Order Item Id,Category Name,Customer Country,Customer Segment,Customer State,Department Name,Latitude,Longitude,Order Country,order date (DateOrders),Order Item Discount Rate,Order Item Profit Ratio,Order Item Quantity,Order Region,Order State,Order Status,Product Price,Shipping Mode,Delivery Status
179221,40,0,0,40,4,32.86539459,-96.86858368,31,17544.037500000002,0.02,-1.330000043,0,7,358,6,327.75,0,1
179220,40,1,1,36,4,18.24074173,-66.03705597,133,17544.022916666665,0.029999999,0.479999989,0,15,928,6,327.75,0,1
179219,40,0,1,35,4,40.03171921,-76.87709808,69,17544.008333333335,0.039999999,0.479999989,0,13,515,1,327.75,0,1
179218,40,0,1,40,4,32.81010819,-96.68649292,8,17543.993749999998,0.050000001,0.200000003,0,11,739,2,327.75,0,1
179217,40,1,0,36,4,18.28604889,-66.03705597,8,17543.979166666668,0.059999999,0.109999999,0,11,739,2,327.75,1,1
179216,40,0,0,9,4,39.68188095,-75.64421082,8,17543.964583333334,0.07,0.189999998,0,11,739,0,327.75,1,2
179215,40,0,0,5,4,34.15893936,-118.1809387,133,17543.95,0.090000004,0.479999989,0,15,928,6,327.75,1,1
179214,40,1,2,36,4,18.28294563,-66.0370636,133,17543.935416666667,0.100000001,0.460000008,0,15,928,2,327.75,1,1
179213,40,0,2,11,4,33.81632614,-84.44550324,70,17543.920138888887,0.119999997,0.460000008,0,15,951,1,327.75,3,3
179212,40,1,2,36,4,18.24103928,-66.0370636,70,17543.905555555557,0.129999995,0.419999987,0,15,951,6,327.75,3,0
179211,40,0,0,5,4,37.49027634,-121.9271088,8,17543.890972222223,0.150000006,0.109999999,0,11,982,2,327.75,3,0
179210,40,1,1,36,4,18.26469612,-66.03705597,69,17543.87638888889,0.159999996,0.310000002,0,13,515,5,327.75,3,1
179209,40,0,1,31,4,43.18824005,-77.56706238,69,17543.861805555556,0.170000002,0.479999989,0,13,515,5,327.75,2,1
179208,40,0,1,40,4,32.753685,-96.86553955,31,17543.847222222223,0.180000007,0.0,0,7,1078,7,327.75,3,3
71956,12,1,2,36,0,18.38011932,-66.18312836,69,16855.58125,0.039999999,-0.270000011,1,13,1019,6,59.99000168,2,1
113598,38,1,2,36,6,18.23557282,-66.3706131,152,17099.610416666666,0.01,-1.549999952,1,20,170,6,39.99000168,2,3
77757,47,1,2,36,6,18.02536774,-66.61303711,8,16890.19236111111,0.039999999,0.349999994,1,11,88,6,50.0,2,1
114401,38,1,2,36,6,18.27383804,-66.37063599,152,17104.063194444443,0.050000001,0.330000013,1,20,332,6,39.99000168,2,3
119405,47,1,2,36,6,18.2848053,-66.37059021,98,17133.054166666665,0.090000004,0.100000001,1,7,1013,6,50.0,2,1
125135,47,1,2,36,6,18.29496765,-66.37050629,152,17166.65763888889,0.129999995,-0.25,1,20,332,6,50.0,2,1
50842,47,1,2,36,6,18.25571251,-66.37050629,69,16733.266666666666,0.180000007,0.079999998,1,13,841,6,50.0,2,1
90273,17,1,2,36,5,18.23466301,-66.37059784,48,16963.633333333335,0.170000002,0.300000012,1,21,1052,6,44.99000168,2,3
102921,6,1,2,36,5,18.26268196,-66.37049866,48,17037.90625,0.180000007,0.280000001,1,21,188,6,54.97000122,2,1
80250,12,1,2,36,0,18.28279495,-66.37055969,48,16904.425,0.02,0.25999999,1,21,188,6,59.99000168,2,1
86866,12,1,2,36,0,18.27466202,-66.37058258,48,16943.590277777777,0.200000003,0.479999989,1,18,510,6,59.99000168,2,1
110025,10,1,2,36,5,18.2689991,-66.37049866,106,17078.954861111113,0.119999997,-0.699999988,2,19,263,6,99.98999786,2,3
116033,38,1,2,36,6,18.2308178,-66.37052155,123,17113.522222222222,0.050000001,0.340000004,2,2,542,6,39.99000168,2,1
116462,44,1,2,36,8,18.26138115,-66.37056732,130,17116.222916666666,0.029999999,-0.059999999,2,19,274,6,21.98999977,2,1
121134,17,1,2,36,8,18.23650742,-66.37051392,94,17143.00972222222,0.170000002,0.479999989,2,9,375,6,31.98999977,2,1
32072,10,1,2,36,5,18.35921478,-66.07779694,2,16623.22986111111,0.02,0.439999998,2,22,846,6,99.98999786,2,1
159828,10,1,2,36,5,18.29944229,-66.37052155,53,17369.30277777778,0.100000001,0.49000001,2,22,462,6,99.98999786,2,3
162548,10,1,2,36,5,18.28996849,-66.37054443,53,17385.272916666665,0.25,0.340000004,2,22,794,6,99.98999786,2,1
45253,12,1,2,36,0,18.2275734,-66.04563141,115,16700.32013888889,0.02,0.460000008,2,22,382,6,59.99000168,2,1
156394,12,1,2,36,0,18.2988205,-66.37059784,120,17349.377083333333,0.07,0.25999999,2,10,454,6,59.99000168,2,3
42919,12,1,2,36,0,18.02538109,-66.61508179,120,16686.510416666668,0.090000004,0.419999987,2,10,454,6,59.99000168,2,1
164735,12,1,2,36,0,18.25048637,-66.37062836,53,17398.29375,0.100000001,0.25,2,22,27,6,59.99000168,2,1
159829,47,1,2,36,6,18.29944229,-66.37052155,53,17369.30277777778,0.07,0.150000006,2,22,462,6,50.0,2,3
162007,38,1,2,36,6,18.24069786,-66.37055969,120,17382.10486111111,0.100000001,0.109999999,2,10,454,6,39.99000168,2,1
169747,47,1,2,36,6,18.26268196,-66.37049866,2,17427.05138888889,0.25,0.109999999,2,22,846,6,50.0,2,1
31344,44,1,2,36,8,18.21209908,-66.37050629,53,16618.820833333335,0.159999996,0.140000001,2,22,822,6,21.98999977,2,1
14664,10,1,2,36,5,18.23131371,-66.37062836,59,16522.038194444445,0.0,0.340000004,2,3,389,6,99.98999786,2,1
140970,12,1,2,36,0,18.29652023,-66.04867554,42,17258.696527777778,0.01,-1.600000024,2,3,883,6,59.99000168,2,1
146701,12,1,2,36,0,18.28746414,-66.37054443,112,17291.599305555555,0.050000001,0.25,2,3,228,6,59.99000168,2,1
19564,12,1,2,36,0,18.29108048,-66.37050629,124,16550.19722222222,0.059999999,0.289999992,2,1,895,6,59.99000168,2,1
19544,12,1,2,36,0,18.24984551,-66.37050629,158,16550.05138888889,0.07,0.479999989,2,12,1082,6,59.99000168,2,1
19542,12,1,2,36,0,18.24984551,-66.37050629,158,16550.05138888889,0.090000004,-0.159999996,2,12,1082,6,59.99000168,2,1
152161,12,1,2,36,0,18.25671768,-66.37062836,124,17323.627083333333,0.150000006,-0.769999981,2,1,895,6,59.99000168,2,1
133456,12,1,2,36,0,18.24754334,-66.0253067,33,17215.691666666666,0.150000006,0.310000002,2,12,852,6,59.99000168,2,1
19707,47,1,2,36,6,18.27673721,-66.37055206,42,16551.131944444445,0.0,0.479999989,2,3,883,6,50.0,2,1
16956,38,1,2,36,6,18.2968483,-66.37050629,66,16535.00138888889,0.039999999,0.25999999,2,3,346,6,39.99000168,2,1
142502,47,1,2,36,6,18.29609299,-66.37050629,20,17267.659027777776,0.039999999,0.159999996,2,12,99,6,50.0,2,1
19563,47,1,2,36,6,18.29108048,-66.37050629,124,16550.19722222222,0.050000001,0.479999989,2,1,895,6,50.0,2,1
137932,47,1,2,36,6,18.2105732,-66.37058258,102,17241.120833333334,0.07,0.310000002,2,3,292,6,50.0,2,1
14921,47,1,2,36,6,18.20111656,-66.37059021,102,16523.439583333333,0.119999997,0.100000001,2,3,470,6,50.0,2,3
5671,47,1,2,36,6,18.21469116,-66.37051392,102,16469.019444444446,0.119999997,0.349999994,2,3,825,6,50.0,2,1
5669,47,1,2,36,6,18.21469116,-66.37051392,102,16469.019444444446,0.129999995,0.079999998,2,3,825,6,50.0,2,1
133427,47,1,2,36,6,18.28425598,-66.37058258,102,17215.545138888887,0.170000002,0.129999995,2,3,292,6,50.0,2,1
128201,38,1,2,36,6,18.20666885,-66.37056732,20,17184.81736111111,0.170000002,0.330000013,2,12,956,6,39.99000168,2,1
12307,47,1,0,36,6,18.35907555,-66.07783508,156,16507.79097222222,0.039999999,0.039999999,4,12,683,5,50.0,3,1
131580,38,1,0,36,6,18.26378822,-66.37052918,6,17204.40763888889,0.050000001,0.289999992,4,12,165,5,39.99000168,3,1
15921,38,1,0,36,6,18.20330429,-66.37052155,20,16528.797222222223,0.059999999,0.360000014,4,12,956,5,39.99000168,3,3
142841,47,1,0,36,6,18.22487068,-66.37052155,20,17269.600694444445,0.059999999,0.219999999,4,12,956,5,50.0,3,0
15634,47,1,0,36,6,18.25061035,-66.37062836,20,16527.147916666665,0.059999999,-0.100000001,4,12,787,5,50.0,3,1
130341,38,1,0,36,6,18.27340317,-66.37052155,38,17197.488194444446,0.090000004,0.49000001,4,1,190,5,30.0,3,0
140494,38,1,0,36,6,18.29137993,-66.3705368,38,17255.966666666667,0.090000004,0.059999999,4,1,573,5,39.99000168,3,0
139611,47,1,0,36,6,18.24738884,-66.37057495,124,17250.959722222222,0.100000001,0.100000001,4,1,895,5,50.0,3,1
131161,47,1,0,36,6,18.27920532,-66.37055206,102,17202.04236111111,0.100000001,0.300000012,4,3,712,5,50.0,3,3
143183,38,1,0,36,6,17.98249054,-66.1126709,112,17271.58611111111,0.129999995,0.449999988,4,3,783,5,39.99000168,3,0
7805,47,1,0,36,6,18.24496079,-66.3705368,102,16481.777777777777,0.129999995,0.479999989,4,3,700,5,50.0,3,0
150464,47,1,0,36,6,18.28453636,-66.37060547,20,17313.7,0.129999995,0.219999999,4,12,21,5,50.0,3,0
9521,38,1,0,36,6,18.28339195,-66.37051392,112,16491.86527777778,0.150000006,0.25999999,4,3,228,5,39.99000168,3,3
151122,47,1,0,36,6,18.22172546,-66.37059021,20,17317.48125,0.150000006,0.039999999,4,12,670,5,50.0,3,0
2420,38,1,0,36,6,18.25333214,-66.37051392,38,16450.18888888889,0.159999996,0.5,4,1,893,5,39.99000168,3,3
145119,47,1,0,36,6,18.22976875,-66.37052918,66,17282.63611111111,0.170000002,0.340000004,4,3,260,5,50.0,3,1
136527,47,1,0,36,6,18.22978401,-66.37054443,116,17232.8,0.170000002,0.349999994,4,12,581,5,50.0,3,1
144075,47,1,0,36,6,18.22758102,-66.04357147,38,17276.78263888889,0.200000003,-0.699999988,4,1,431,5,50.0,3,3
135699,47,1,0,36,6,18.22297287,-66.37059021,102,17228.25972222222,0.200000003,-0.159999996,4,3,1030,5,50.0,3,1
151869,38,1,0,36,6,18.24120712,-66.37050629,105,17321.670833333334,0.25,0.460000008,4,3,616,5,39.99000168,3,3
148673,47,1,0,36,6,18.05199051,-66.50184631,102,17302.897916666665,0.25,-0.059999999,4,3,959,5,50.0,3,0
131577,47,1,0,36,6,18.26378822,-66.37052918,6,17204.40763888889,0.25,0.280000001,4,12,165,5,50.0,3,1
24992,47,1,0,36,6,18.20664215,-66.37052918,20,16582.06388888889,0.25,0.49000001,4,12,208,5,50.0,3,0
139976,17,1,0,36,8,18.27825165,-66.37059784,42,17253.222222222223,0.01,0.129999995,4,3,883,5,47.99000168,3,1
131164,17,1,0,36,8,18.27920532,-66.37055206,102,17202.04236111111,0.039999999,0.479999989,4,3,712,5,31.98999977,3,3
146090,31,1,0,36,8,17.98249054,-66.1126709,59,17288.125,0.119999997,-0.200000003,4,3,389,5,89.98999786,3,1
141192,29,1,0,36,3,18.22776032,-66.37059021,38,17259.99513888889,0.170000002,0.280000001,4,1,463,5,29.98999977,3,3
20537,3,1,0,36,4,18.2362442,-66.37062073,6,16555.99236111111,0.050000001,0.25999999,4,12,165,7,59.99000168,3,0
145203,10,1,0,36,5,18.21949196,-66.37052918,59,17283.147222222222,0.0,0.300000012,4,3,226,7,99.98999786,3,1
5525,10,1,0,36,5,18.25289154,-66.37058258,59,16468.14375,0.01,-0.039999999,4,3,389,7,99.98999786,3,3
132642,10,1,0,36,5,18.22985077,-66.37062073,40,17210.670138888887,0.029999999,0.289999992,4,12,803,7,99.98999786,3,1
150522,10,1,0,36,5,18.22190094,-66.37052155,105,17313.977777777778,0.039999999,0.079999998,4,3,616,7,99.98999786,3,0
138585,10,1,0,36,5,18.26019096,-66.37052918,158,17244.828472222223,0.039999999,0.379999995,4,12,399,7,99.98999786,3,1
21674,10,1,0,36,5,18.28128624,-66.37050629,112,16562.66388888889,0.050000001,-1.649999976,4,3,783,7,99.98999786,3,3
19945,10,1,0,36,5,18.21101761,-66.37052918,112,16552.474305555555,0.050000001,0.419999987,4,3,783,7,99.98999786,3,1
143043,10,1,0,36,5,18.22019768,-66.37058258,59,17270.754166666666,0.100000001,-0.600000024,4,3,389,7,99.98999786,3,1
21551,10,1,0,36,5,18.25534058,-66.37050629,20,16562.050694444446,0.100000001,-0.050000001,4,12,956,7,99.98999786,3,0
153077,6,1,0,36,5,18.23215866,-66.37059021,20,17329.246527777777,0.25,0.180000007,4,12,631,7,89.98999786,3,0
139714,12,1,0,36,0,18.20737648,-66.37055206,105,17251.645833333332,0.0,0.469999999,4,3,575,7,59.99000168,3,0
133251,12,1,0,36,0,18.27331543,-66.37060547,102,17214.494444444445,0.01,0.280000001,4,3,292,7,59.99000168,3,0
129241,12,1,0,36,0,18.2626648,-66.3706131,42,17191.050694444446,0.01,0.059999999,4,3,883,7,59.99000168,3,1
131382,12,1,0,36,0,18.26016426,-66.37059021,6,17203.26875,0.02,0.109999999,4,12,861,7,59.99000168,3,0
149532,12,1,0,36,0,18.24535179,-66.37059784,42,17308.255555555555,0.029999999,0.090000004,4,3,883,7,59.99000168,3,1
133893,12,1,0,36,0,18.21775055,-66.37060547,66,17218.041666666668,0.039999999,-0.829999983,4,3,82,7,59.99000168,3,1
989,12,1,0,36,0,18.29214859,-66.3706131,102,16441.809722222224,0.059999999,-0.550000012,4,3,1030,7,59.99000168,3,1
127587,10,1,0,36,5,18.26737404,-66.37062836,3,17181.19722222222,0.129999995,0.460000008,0,2,141,3,99.98999786,2,1
114171,34,1,0,36,0,18.29659462,-66.37059021,139,17102.80763888889,0.02,0.349999994,0,9,473,3,129.9900055,2,1
107395,34,1,0,36,0,18.27468491,-66.37056732,135,17063.568750000002,0.090000004,0.49000001,0,5,368,3,129.9900055,2,1
103114,34,1,0,36,0,18.21944618,-66.37057495,94,17038.92777777778,0.100000001,0.25999999,0,9,359,3,129.9900055,2,1
114173,12,1,0,36,0,18.29659462,-66.37059021,139,17102.80763888889,0.180000007,0.5,0,9,473,3,59.99000168,2,1
110494,34,1,0,36,0,18.23975563,-66.37059021,36,17081.97638888889,0.200000003,0.469999999,0,19,569,3,129.9900055,2,1
115235,9,1,0,36,3,18.2643261,-66.37060547,41,17108.909027777776,0.01,0.0,0,9,68,3,299.980011,2,1
103115,9,1,0,36,3,18.21944618,-66.37057495,94,17038.92777777778,0.02,0.330000013,0,9,359,3,299.980011,2,1
174392,14,1,0,36,10,18.27085495,-66.03705597,75,17473.545138888887,0.0,-0.200000003,0,17,1014,2,252.8800049,2,1
173018,8,1,0,36,10,18.23665237,-66.0370636,2,17453.4875,0.01,0.270000011,0,22,123,2,452.0400085,2,1
174427,14,1,0,36,10,18.28206062,-66.03705597,53,17474.056249999998,0.01,0.100000001,0,22,27,2,252.8800049,2,1
173125,8,1,0,36,10,18.21524239,-66.03705597,2,17455.05,0.02,0.479999989,0,22,870,2,452.0400085,2,1
174407,14,1,0,36,10,18.25598526,-66.03705597,2,17473.763888888887,0.029999999,0.280000001,0,22,159,2,252.8800049,2,1
172925,8,1,0,36,10,18.28172112,-66.03705597,75,17452.130555555555,0.039999999,0.310000002,0,17,191,2,452.0400085,2,1
174315,14,1,0,36,10,18.23458481,-66.03705597,2,17472.420833333334,0.050000001,0.330000013,0,22,846,2,252.8800049,2,1
174049,13,1,0,36,10,18.25249672,-66.03704834,120,17468.538194444445,0.059999999,0.419999987,0,10,454,2,1500.0,2,1
172941,8,1,0,36,10,18.25508499,-66.03705597,53,17452.36388888889,0.059999999,0.050000001,0,22,462,2,452.0400085,2,3
172797,8,1,0,36,10,18.28042221,-66.0370636,2,17450.261805555554,0.059999999,0.5,0,22,846,2,452.0400085,2,1
174084,13,1,0,36,10,18.23288918,-66.0370636,120,17469.048611111113,0.07,0.039999999,0,10,454,2,1500.0,2,1
172958,8,1,0,36,10,18.22864342,-66.0370636,75,17452.611805555556,0.07,0.300000012,0,17,921,2,452.0400085,2,1
174366,14,1,0,36,10,18.29532433,-66.03705597,120,17473.165277777778,0.090000004,0.029999999,0,10,454,2,252.8800049,2,3
172723,8,1,0,36,10,18.24217796,-66.0370636,75,17449.181249999998,0.090000004,-0.680000007,0,17,921,2,452.0400085,2,1
174438,14,1,0,36,10,18.25569725,-66.0370636,47,17474.216666666667,0.090000004,0.460000008,0,17,607,2,252.8800049,2,1
173849,13,1,0,36,10,18.26639938,-66.0370636,53,17465.618749999998,0.090000004,0.059999999,0,22,27,2,1500.0,2,1
172956,8,1,0,36,10,18.23524284,-66.03705597,47,17452.58263888889,0.100000001,0.479999989,0,17,206,2,452.0400085,2,3
174275,14,1,0,36,10,18.25786781,-66.03705597,53,17471.836805555555,0.100000001,0.100000001,0,22,734,2,252.8800049,2,1
173223,8,1,0,36,10,18.22337914,-66.03705597,120,17456.480555555554,0.150000006,0.469999999,0,10,454,2,452.0400085,2,1
174272,14,1,0,36,10,18.23107529,-66.03705597,53,17471.793055555554,0.150000006,0.469999999,0,22,462,2,252.8800049,2,1
172952,8,1,0,36,10,18.26862907,-66.03705597,53,17452.524305555555,0.159999996,0.310000002,0,22,51,2,452.0400085,2,1
174270,14,1,0,36,10,18.22708893,-66.0370636,120,17471.763888888887,0.170000002,0.289999992,0,10,325,2,252.8800049,2,1
174234,14,1,0,36,10,18.23437882,-66.03705597,75,17471.23888888889,0.170000002,0.349999994,0,17,191,2,252.8800049,2,1
174324,14,1,0,36,10,18.29236603,-66.0370636,2,17472.552083333332,0.170000002,0.189999998,0,22,102,2,252.8800049,2,1
172968,8,1,0,36,10,18.21356773,-66.0370636,120,17452.75763888889,0.180000007,0.479999989,0,10,454,2,452.0400085,2,1
172842,8,1,0,36,10,18.2920475,-66.0370636,75,17450.91875,0.180000007,0.349999994,0,17,921,2,452.0400085,2,1
174395,14,1,0,36,10,18.24609184,-66.0370636,2,17473.58888888889,0.180000007,0.300000012,0,22,102,2,252.8800049,2,1
173859,13,1,0,36,10,18.20939446,-66.03705597,120,17465.764583333334,0.200000003,0.079999998,0,10,454,2,1500.0,2,1
172786,8,1,0,36,10,18.29184341,-66.03704834,120,17450.10138888889,0.25,0.349999994,0,10,325,2,452.0400085,2,3
172188,4,1,0,36,4,18.2275734,-66.0437088,53,17441.45902777778,0.01,0.419999987,0,22,462,2,999.9899902,2,1
167987,39,1,0,36,4,18.28542137,-66.37056732,47,17417.154166666667,0.02,0.109999999,0,17,793,2,79.98999786,2,1
44493,3,1,0,36,4,18.24692345,-66.37057495,141,16695.97013888889,0.129999995,0.310000002,0,10,334,2,59.99000168,2,1
46997,17,1,0,36,5,18.23379898,-66.37056732,120,16710.319444444445,0.039999999,0.289999992,0,10,454,2,44.99000168,2,1
162715,10,1,0,36,5,18.24496079,-66.3705368,2,17386.425694444446,0.039999999,0.270000011,0,22,102,2,99.98999786,2,1
39186,10,1,0,36,5,18.23220825,-66.37062836,120,16664.774305555555,0.050000001,-0.140000001,0,10,454,2,99.98999786,2,1
45455,17,1,0,36,5,18.26521111,-66.37055206,115,16701.414583333335,0.07,0.239999995,0,22,430,2,44.99000168,2,1
50536,10,1,0,36,5,18.28570366,-66.37050629,9,16731.35486111111,0.100000001,0.119999997,0,22,1034,2,99.98999786,2,1
32867,10,1,0,36,5,18.2968502,-66.37062836,9,16627.784027777776,0.119999997,0.189999998,0,22,1034,2,99.98999786,2,1
84424,17,0,0,31,5,40.65486527,-73.58707428,48,16929.7375,0.050000001,0.230000004,2,18,986,8,44.99000168,3,2
78398,10,0,0,21,5,38.74266434,-76.9917984,48,16893.827083333334,0.07,0.479999989,2,21,62,8,99.98999786,3,2
101052,10,0,0,5,5,35.36254501,-119.0186996,48,17027.118749999998,0.090000004,0.289999992,2,21,188,8,99.98999786,3,2
78396,10,0,0,21,5,38.74266434,-76.9917984,48,16893.827083333334,0.090000004,0.07,2,21,62,8,99.98999786,3,2
86191,12,0,0,31,0,40.74210739,-73.86962128,48,16939.693055555555,0.050000001,0.059999999,2,21,188,8,59.99000168,3,2
83892,12,0,0,32,0,39.28849411,-84.3551178,48,16926.569444444445,0.07,-1.700000048,2,21,62,8,59.99000168,3,2
81596,12,0,0,21,0,39.1836586,-77.26545715,48,16912.118055555555,0.119999997,0.439999998,2,6,757,8,59.99000168,3,2
93579,38,0,0,40,6,32.96593094,-96.84902191,48,16983.340277777777,0.01,0.059999999,2,18,453,8,39.99000168,3,2
81595,21,0,0,21,6,39.1836586,-77.26545715,48,16912.118055555555,0.02,0.150000006,2,6,757,8,25.0,3,2
122703,47,0,0,40,6,29.83435631,-95.33792877,28,17152.366666666665,0.119999997,-0.189999998,2,0,763,8,50.0,3,2
84425,47,0,0,31,6,40.65486527,-73.58707428,48,16929.7375,0.119999997,0.25,2,18,986,8,50.0,3,2
122700,47,0,0,40,6,29.83435631,-95.33792877,28,17152.366666666665,0.129999995,0.280000001,2,0,763,8,50.0,3,2
103905,38,0,0,35,6,40.2372818,-76.96795654,28,17043.584722222222,0.170000002,-0.769999981,2,0,763,8,39.99000168,3,2
98043,38,0,0,5,6,34.20339966,-118.6059036,48,17009.250694444443,0.170000002,0.090000004,2,6,796,8,39.99000168,3,2
96337,0,0,0,12,8,21.31185532,-158.0046844,48,16999.42638888889,0.01,0.49000001,2,18,450,8,24.98999977,3,2
94445,44,0,0,28,8,40.09635925,-74.21524048,48,16988.434722222224,0.159999996,0.449999988,2,18,450,8,15.98999977,3,2
105703,12,0,0,31,0,43.21662521,-75.45603943,91,17053.920138888887,0.050000001,-0.059999999,3,5,35,0,59.99000168,3,2
103211,12,0,0,5,0,33.21121979,-117.2510605,5,17039.52638888889,0.150000006,0.360000014,3,9,24,0,59.99000168,3,2
127882,47,0,0,40,6,32.8013916,-97.3302536,85,17182.919444444444,0.0,0.449999988,3,19,684,0,50.0,3,2
127881,38,0,0,40,6,32.8013916,-97.3302536,85,17182.919444444444,0.02,-0.01,3,19,684,0,39.99000168,3,2
108885,47,0,0,44,6,43.78569031,-88.47438049,139,17072.42986111111,0.059999999,0.449999988,3,9,473,0,50.0,3,2
104591,0,0,0,35,8,39.79661942,-75.47006989,36,17047.643055555556,0.200000003,0.039999999,3,19,350,0,24.98999977,3,2
106706,10,0,0,5,5,34.07656479,-117.61409,162,17060.050694444446,0.090000004,-0.730000019,3,5,663,5,99.98999786,3,0
112591,12,0,0,10,0,28.62217712,-81.20755768,94,17094.16597222222,0.0,0.270000011,3,9,341,5,59.99000168,3,3
126156,12,0,0,31,0,42.9666214,-78.74194336,41,17173.00763888889,0.039999999,0.360000014,3,9,317,5,59.99000168,3,1
110862,12,0,0,12,0,21.30562019,-157.8386993,130,17084.254166666666,0.050000001,0.330000013,3,19,274,5,59.99000168,3,1
105115,12,0,0,5,0,33.18587494,-117.3658524,41,17050.5625,0.059999999,0.409999996,3,9,15,5,59.99000168,3,0
125992,12,0,0,31,0,43.02910233,-78.87342072,94,17172.059027777777,0.129999995,0.340000004,3,9,359,5,59.99000168,3,1
124562,47,0,0,5,6,36.82690048,-119.6776962,36,17163.314583333333,0.0,0.479999989,3,19,569,5,50.0,3,1
103083,47,0,0,31,6,40.70170975,-73.80841827,41,17038.781944444443,0.01,-0.730000019,3,9,15,5,50.0,3,1
